name,address,zip_code,city,state,latitude,longitude,ratings
Papa's New York Diner,1764 Gulf To Bay Blvd,33755,Clearwater,FL,27.9609269,-82.7637255,4
Parkshore Grill,"300 Beach Dr NE, Ste 104",33701,Saint Petersburg,FL,27.77515143,-82.63240655,4
PDQ St. Petersburg,4526 4th St N,33703,Saint Petersburg,FL,27.813624,-82.6391229,4
Pelican Pointe,445 S Gulfview Blvd,33767,Clearwater,FL,27.9695971,-82.8290074,4
Pickles Plus,2530 N McMullen Booth Rd,33761,Clearwater,FL,28.01364,-82.710083,4
PoFolks,2001 34th St N,33713,Saint Petersburg,FL,27.789875,-82.678791,4
Proino Breakfast & Lunch,1700 S Missouri Ave,33756,Clearwater,FL,27.9347746,-82.7878394,4
Proof : Cocktail Club,260 1st Ave N,33701,Saint Petersburg,FL,27.771827,-82.636553,4
Rita's Italian Ice,2510-A N McMullen Booth Rd,33761,Clearwater,FL,28.012301,-82.7090408,4
Roundabout Pizza,25 Causeway Blvd,33767,Clearwater,FL,27.97678543,-82.82653445,4
Royal Palms Natural Nail Spa,2601 4th St N,33704,Saint Petersburg,FL,27.7959056,-82.6382462,4
Rusty's Bistro,1160 Gulf Blvd,33767,Clearwater Beach,FL,27.9555556,-82.8287486,4
Ryan's Meat Market & Deli,7925 38th Ave N,33710,Saint Petersburg,FL,27.80660961,-82.74819799,4
Salon Fusion,3100 49th St N,33713,Saint Petersburg,FL,27.80017,-82.700436,4
Salt Cracker Fish Camp,25 Causeway Blvd,33767,Clearwater,FL,27.97674967,-82.82648932,4
Scrubs N Stuff,"3993 Tyrone Blvd N, Ste 202",33709,Saint Petersburg,FL,27.8097098,-82.7518531,4
SHOR American Seafood Grill,301 South Gulfview Blvd,33767,Clearwater,FL,27.9737827,-82.8290238,4
Speggtacular Clearwater Beach,770 S Gulfview Blvd,33767,Clearwater,FL,27.9664346,-82.8227583,4
Spring Garden Family Restaurant,1018 62nd Ave N,33702,Saint Petersburg,FL,27.8280732,-82.648302,4
Stillwaters Tavern,224 Beach Dr NE,33701,Saint Petersburg,FL,27.7741594,-82.6327728,4
Stone Soup Cafe,4122 16th St N,33703,Saint Petersburg,FL,27.8097878,-82.6552734,4
Sunset Grill,2328 Sunset Point Rd,33765,Clearwater,FL,27.9901447,-82.7406881,4
Sunset Grille,2996 Dr Martin Luther King Jr St N,33704,Saint Petersburg,FL,27.7992038,-82.6470149,4
Thai Spice Restaurant,"2475 McMullen Booth Rd, Ste B",33759,Clearwater,FL,28.011366,-82.71115,4
Thai Wok,11270 4th St N,33716,Saint Petersburg,FL,27.874373,-82.640223,4
The Bends,919 1st Ave N,33705,Saint Petersburg,FL,27.772302,-82.6473976,4
The Green Corner,1261 S Fort Harrison Ave,33756,Clearwater,FL,27.9508856,-82.7995667,4
The Local Deli & Cafe,"13501 Icot Blvd, Ste 100",33760,Clearwater,FL,27.8949212,-82.7145347,4
The Nosh Pit,4040 Park St N,33710,Saint Petersburg,FL,27.80895808,-82.7546252,4
Tijuana Flats,"2849 Gulf To Bay Blvd, Unit C",33759,Clearwater,FL,27.9602938,-82.7193292,4
Tips And Toes Nail Spa,28901 US Hwy 19 N,33761,Clearwater,FL,28.035449,-82.737615,4
TNT Restaurant,1107 28th St S,33711,Saint Petersburg,FL,27.7590131,-82.6714868,4
Toby's Original Little Italy Pizza,3523 49th St N,33710,Saint Petersburg,FL,27.804623,-82.6990597,4
Top Slice Pizzeria,21 3rd St N,33701,Saint Petersburg,FL,27.771722,-82.63691,4
Tosti's Spirits & Fine Wines,5125 34th St S,33711,Saint Petersburg,FL,27.72109574,-82.68074779,4
Urban Creamery,689 Central Ave,33701,Saint Petersburg,FL,27.7714559,-82.6435122,4
Verrazzanos New York Pizza,1801 Sunset Point Rd,33765,Clearwater,FL,27.9895455,-82.7626925,4
Violet Nails & Spa,10684 Gandy Blvd N,33702,Saint Petersburg,FL,27.8675212,-82.6227906,4
Waffle House,2510 Sunset Point Rd,33765,Clearwater,FL,27.99067756,-82.73243808,4
Waffle House,2525 54th Ave N,33714,Saint Petersburg,FL,27.8214463,-82.6670994,4
World Market,23674 US Hwy 19N,33765,Clearwater,FL,27.9888329,-82.7322409,4
Yummy Thai,10466 Roosevelt Blvd N,33716,Saint Petersburg,FL,27.8668583,-82.645064,4
11 Chicks,199 Dr Mlk Jr St N,33701,Saint Petersburg,FL,27.7732754,-82.6464653,4.5
321 Books,6901 22nd Ave N,33710,Saint Petersburg,FL,27.79400623,-82.73396149,4.5
5 de Mayo Bakery,1254 S Highland Ave,33756,Clearwater,FL,27.95116687,-82.77547245,4.5
A & N Italian Deli,17956 US Hwy 19 N,33764,Clearwater,FL,27.93605751,-82.73096285,4.5
Aldo’s New York Pizza,"2551 Drew St, Ste 201",33765,Clearwater,FL,27.96693,-82.731795,4.5
Alésia Restaurant,7204 Central Ave,33707,Saint Petersburg,FL,27.770676,-82.73819,4.5
Bella's Bakes Cakes and Bagels,7100 Central Ave St,33707,Saint Petersburg,FL,27.77055,-82.736834,4.5
Benedict's Family Restaurant,768 North Belcher Rd,33765,Clearwater,FL,27.9733545,-82.7464964,4.5
Casita Taqueria,2991 66th St N,33710,Saint Petersburg,FL,27.79880122,-82.72821478,4.5
Cassis Bakery,170 Beach Dr NE,33701,Saint Petersburg,FL,27.7733013,-82.633175,4.5
Chief's Creole Cafe,901 22nd St S,33712,Saint Petersburg,FL,27.7610061,-82.6631098,4.5
Clear Sky on Cleveland,418 Cleveland St,33755,Clearwater,FL,27.965888,-82.80054506,4.5
Clearwater Family Restaurant,1844 N Highland Ave,33755,Clearwater,FL,27.988415,-82.7757271,4.5
Cristino's Coal Oven Pizza,1101 S Fort Harrison Ave,33756,Clearwater,FL,27.9543263,-82.7996168,4.5
Crystal Bay Hotel,7401 Central Ave,33710,Saint Petersburg,FL,27.77130513,-82.74100699,4.5
D&E Donuts,1453 S Belcher Rd,33764,Clearwater,FL,27.943626,-82.7453974,4.5
Daily News Cafe & Restaurant,401 S Belcher Rd,33765,Clearwater,FL,27.9618776,-82.7454353,4.5
East Bistro - The Mediterranean Eatery,"4100 E Bay Dr, Unit B34",33764,Clearwater,FL,27.9169294,-82.7444492,4.5
Emily's Downtown Family Restaurant,101 S Garden Ave,33756,Clearwater,FL,27.964556,-82.798458,4.5
Five Palms Condominium Resort,673 Bay Esplanade,33767,Clearwater Beach,FL,27.9881729,-82.8242781,4.5
Five Star Pizza,1110 S Myrtle Ave,33756,Clearwater,FL,27.95399955,-82.7961323,4.5
Florida Subs & Gyros,2017 Gulf To Bay Blvd,33765,Clearwater,FL,27.9600935,-82.7534613,4.5
Fresca Vida Florida,1757 Clearwater Largo Rd,33756,Clearwater,FL,27.932956,-82.795527,4.5
Funky Sweets,11024 4th St N,33716,Saint Petersburg,FL,27.8725764,-82.640132,4.5
Fusion Cigar Lounge,483 Mandalay Ave,33767,Clearwater,FL,27.98148,-82.826765,4.5
